order_item_id,order_id,product_id,quantity,unit_price
83,42,4,5,39584.54
84,42,126,3,12459.53
85,43,125,5,8947.13
86,43,67,2,22314.95
87,44,59,3,13085.83
88,44,21,5,55484.17
89,45,10,2,38310.2
90,45,112,3,17873.14
91,46,47,1,23383.27
92,46,78,5,26923.68
93,47,36,5,29242.97
94,47,131,3,3599.39
95,48,19,4,17787.61
96,48,60,3,33321.91
97,49,74,4,41552.59
98,49,120,5,24465.41
99,50,48,4,12824.52
100,50,107,5,21829.1
101,51,51,5,8341.82
102,51,39,1,33931.85
103,52,89,3,4655.22
104,52,21,3,55484.17
105,53,120,1,24465.41
106,53,65,3,8035.55
107,54,49,2,8217.13
108,54,3,3,28995.64
109,55,57,3,21935.06
110,55,70,5,3243.71
111,56,29,3,8346.58
112,56,146,5,1905.39
113,57,131,2,3599.39
114,57,100,5,6854.81
115,58,121,3,6772.08
116,58,75,2,3049.5
117,59,62,4,6674.42
118,59,53,1,26871.05
119,60,68,1,19598.26
120,60,37,5,25059.66
121,61,6,2,48408.63
122,61,6,1,48408.63
123,62,140,1,8987.09
124,62,2,2,4930.4
125,63,24,1,43820.15
126,63,30,3,12993.37
127,64,4,4,39584.54
128,64,89,3,4655.22
129,65,147,4,14301.36
130,65,138,4,13863.67
131,66,44,1,19789.04
132,66,107,2,21829.1
133,67,65,5,8035.55
134,67,79,3,33873.61
135,68,60,1,33321.91
136,68,86,2,15173.3
137,69,78,3,26923.68
138,69,123,3,612.96
139,70,91,1,6848.12
140,70,132,2,3011.07
141,71,59,5,13085.83
142,71,38,5,30726.82
143,72,137,5,11390.83
144,72,25,4,53524.51
145,73,21,2,55484.17
146,73,118,1,9811.84
147,74,149,3,14866.1
148,74,132,5,3011.07
149,75,8,4,58505.04
150,75,58,2,27146.74
151,76,125,1,8947.13
152,76,79,4,33873.61
153,77,58,3,27146.74
154,77,88,3,48004.49
155,78,37,5,25059.66
156,78,79,4,33873.61
157,79,134,4,4785.68
158,79,55,5,18034.1
159,80,114,2,5726.03
160,80,14,2,10437.0
161,81,43,2,14873.86
162,81,135,2,11516.05
163,82,40,2,19403.2
164,82,124,1,796.22
165,83,80,5,27401.27
166,83,67,2,22314.95
167,84,36,4,29242.97
168,84,75,1,3049.5
169,85,41,4,30082.04
170,85,91,3,6848.12
171,86,141,3,701.97
172,86,47,3,23383.27
173,87,94,5,1858.01
174,87,13,2,54402.04
175,88,61,2,44878.78
176,88,31,1,11490.6
177,89,130,1,5954.55
178,89,130,3,5954.55
179,90,72,5,49059.06
180,90,7,3,23330.83
181,91,24,3,43820.15
182,91,61,5,44878.78
183,92,134,2,4785.68
184,92,122,2,6970.32
185,93,125,3,8947.13
186,93,149,1,14866.1
187,94,147,3,14301.36
188,94,72,4,49059.06
189,95,24,5,43820.15
190,95,17,2,36162.26
191,96,37,3,25059.66
192,96,10,4,38310.2
193,97,39,1,33931.85
194,97,73,4,37272.06
195,98,25,2,53524.51
196,98,56,3,33257.92
197,99,67,4,22314.95
198,99,49,2,8217.13
199,100,121,1,6772.08
200,100,44,3,19789.04
201,101,83,3,21901.29
202,101,101,2,5781.84
203,102,75,5,3049.5
204,102,31,3,11490.6
205,103,30,3,12993.37
206,103,119,4,19868.15
207,104,29,5,8346.58
208,104,15,4,69325.73
209,105,65,5,8035.55
210,105,35,2,33010.69
211,106,49,5,8217.13
212,106,110,4,12983.38
213,107,93,2,11413.05
214,107,137,3,11390.83
215,108,27,3,8040.26
216,108,28,5,54101.33
217,109,1,5,52539.0
218,109,47,4,23383.27
219,110,72,3,49059.06
220,110,116,3,6378.97
221,111,96,4,6710.71
222,111,90,5,2864.12
223,112,39,3,33931.85
224,112,5,4,84081.85
225,113,110,2,12983.38
226,113,59,4,13085.83
227,114,60,4,33321.91
228,114,74,2,41552.59
229,115,96,2,6710.71
230,115,127,1,1177.88
231,116,47,1,23383.27
232,116,75,4,3049.5
233,117,63,1,29768.75
234,117,128,1,9263.29
235,118,15,5,69325.73
236,118,85,5,7335.47
237,119,53,1,26871.05
238,119,66,2,31441.05
239,120,139,4,4159.23
240,120,56,2,33257.92
241,121,62,1,6674.42
242,121,13,2,54402.04
243,122,104,3,6130.95
244,122,82,4,23327.1
245,123,73,4,37272.06
246,123,68,3,19598.26
247,124,52,4,26084.73
248,124,101,4,5781.84
249,125,59,3,13085.83
250,125,37,1,25059.66
251,126,103,1,22522.89
252,126,134,2,4785.68
253,127,77,1,23879.21
254,127,43,5,14873.86
255,128,117,3,14181.77
256,128,1,5,52539.0
257,129,55,5,18034.1
258,129,53,3,26871.05
259,130,101,3,5781.84
260,130,122,5,6970.32
261,131,51,3,8341.82
262,131,57,5,21935.06
263,132,87,4,45649.01
264,132,42,1,21976.79
265,133,84,3,5359.51
266,133,39,4,33931.85
267,134,35,4,33010.69
268,134,117,1,14181.77
269,135,135,5,11516.05
270,135,41,4,30082.04
271,136,123,1,612.96
272,136,23,2,49555.53
273,137,111,1,9188.58
274,137,150,1,7113.49
275,138,106,4,19681.04
276,138,113,2,12566.23
277,139,48,2,12824.52
278,139,31,4,11490.6
279,140,115,3,21162.49
280,140,71,1,3528.52
281,141,77,3,23879.21
282,141,125,4,8947.13
283,142,46,1,32887.05
284,142,72,3,49059.06
285,143,58,2,27146.74
286,143,114,4,5726.03
287,144,117,5,14181.77
288,144,26,4,72907.28
289,145,36,4,29242.97
290,145,103,2,22522.89
291,146,70,2,3243.71
292,146,148,4,10266.15
293,147,13,4,54402.04
294,147,57,1,21935.06
295,148,10,4,38310.2
296,148,136,2,682.08
297,149,54,2,30922.05
298,149,143,5,13026.41
299,150,20,4,81513.85
300,150,129,4,577.07
301,151,53,3,26871.05
302,151,108,2,13549.63
303,152,48,1,12824.52
304,152,28,5,54101.33
305,153,117,5,14181.77
306,153,27,4,8040.26
307,154,37,4,25059.66
308,154,147,5,14301.36
309,155,123,4,612.96
310,155,57,3,21935.06
311,156,30,1,12993.37
312,156,91,5,6848.12
313,157,119,2,19868.15
314,157,77,3,23879.21
315,158,106,5,19681.04
316,158,88,1,48004.49
317,159,10,5,38310.2
318,159,76,4,5024.14
319,160,67,4,22314.95
320,160,42,5,21976.79
321,161,60,4,33321.91
322,161,26,4,72907.28
323,162,106,2,19681.04
324,162,11,5,69215.46
325,163,114,5,5726.03
326,163,34,5,2255.17
327,164,101,5,5781.84
328,164,99,2,16689.48
329,165,110,4,12983.38
330,165,116,4,6378.97
331,166,60,5,33321.91
332,166,97,4,3939.13
333,167,59,3,13085.83
334,167,33,4,21649.9
335,168,62,4,6674.42
336,168,3,1,28995.64
337,169,116,3,6378.97
338,169,95,1,15378.47
339,170,66,1,31441.05
340,170,144,3,11019.62
341,171,30,2,12993.37
342,171,131,2,3599.39
343,172,129,5,577.07
344,172,14,1,10437.0
345,173,17,4,36162.26
346,173,82,2,23327.1
347,174,140,2,8987.09
348,174,2,4,4930.4
349,175,4,4,39584.54
350,175,124,5,796.22
351,176,129,5,577.07
352,176,103,1,22522.89
353,177,133,2,8127.63
354,177,96,4,6710.71
355,178,18,4,73820.52
356,178,110,3,12983.38
357,179,11,2,69215.46
358,179,142,1,12489.82
359,180,34,5,2255.17
360,180,7,2,23330.83
361,181,44,2,19789.04
362,181,78,3,26923.68
363,182,100,4,6854.81
364,182,22,4,18186.29
365,183,84,1,5359.51
366,183,122,3,6970.32
367,184,144,4,11019.62
368,184,102,4,18592.29
369,185,47,4,23383.27
370,185,91,4,6848.12
371,186,14,3,10437.0
372,186,56,5,33257.92
373,187,136,2,682.08
374,187,51,5,8341.82
375,188,45,2,5214.29
376,188,134,3,4785.68
377,189,7,5,23330.83
378,189,148,1,10266.15
379,190,48,4,12824.52
380,190,20,4,81513.85
381,191,104,3,6130.95
382,191,148,5,10266.15
383,192,94,4,1858.01
384,192,114,3,5726.03
385,193,43,4,14873.86
386,193,54,3,30922.05
387,194,146,5,1905.39
388,194,68,1,19598.26
389,195,117,1,14181.77
390,195,83,3,21901.29
391,196,120,2,24465.41
392,196,13,5,54402.04
393,197,35,4,33010.69
394,197,69,4,52834.09
395,198,84,2,5359.51
396,198,106,4,19681.04
397,199,65,4,8035.55
398,199,29,5,8346.58
399,200,20,4,81513.85
400,200,105,5,8125.8
401,201,12,4,9596.51
402,201,60,1,33321.91
403,202,12,1,9596.51
404,202,21,4,55484.17
405,203,146,4,1905.39
406,203,121,4,6772.08
407,204,99,1,16689.48
408,204,14,2,10437.0
409,205,41,1,30082.04
410,205,7,2,23330.83
411,206,111,3,9188.58
412,206,34,2,2255.17
413,207,131,2,3599.39
414,207,35,2,33010.69
415,208,88,3,48004.49
416,208,47,2,23383.27
417,209,8,5,58505.04
418,209,80,1,27401.27
419,210,43,3,14873.86
420,210,87,4,45649.01
421,211,48,1,12824.52
422,211,38,1,30726.82
423,212,44,3,19789.04
424,212,67,1,22314.95
425,213,148,3,10266.15
426,213,28,1,54101.33
427,214,49,5,8217.13
428,214,104,3,6130.95
429,215,67,3,22314.95
430,215,41,3,30082.04
431,216,81,1,37707.89
432,216,114,4,5726.03
433,217,82,4,23327.1
434,217,144,2,11019.62
435,218,108,3,13549.63
436,218,83,1,21901.29
437,219,46,4,32887.05
438,219,38,5,30726.82
439,220,124,3,796.22
440,220,126,2,12459.53
441,221,16,2,2931.99
442,221,26,3,72907.28
443,222,51,1,8341.82
444,222,104,1,6130.95
445,223,77,2,23879.21
446,223,46,5,32887.05
447,224,129,3,577.07
448,224,136,5,682.08
449,225,75,4,3049.5
450,225,11,5,69215.46
451,226,150,1,7113.49
452,226,107,5,21829.1
453,227,148,5,10266.15
454,227,30,5,12993.37
455,228,145,2,11360.29
456,228,58,4,27146.74
457,229,19,1,17787.61
458,229,67,3,22314.95
459,230,149,1,14866.1
460,230,127,1,1177.88
461,231,27,2,8040.26
462,231,109,3,8516.39
463,232,109,5,8516.39
464,232,14,4,10437.0
465,233,137,5,11390.83
466,233,120,5,24465.41
467,234,81,5,37707.89
468,234,7,2,23330.83
469,235,26,2,72907.28
470,235,118,4,9811.84
471,236,10,3,38310.2
472,236,49,5,8217.13
473,237,128,3,9263.29
474,237,20,5,81513.85
475,238,88,2,48004.49
476,238,65,2,8035.55
477,239,148,4,10266.15
478,239,14,2,10437.0
479,240,146,4,1905.39
480,240,127,2,1177.88
481,241,60,5,33321.91
482,241,1,1,52539.0
483,242,65,1,8035.55
484,242,66,2,31441.05
485,243,43,4,14873.86
486,243,80,3,27401.27
487,244,32,1,18206.86
488,244,68,2,19598.26
489,245,53,2,26871.05
490,245,4,1,39584.54
491,246,142,4,12489.82
492,246,94,5,1858.01
493,247,97,2,3939.13
494,247,49,2,8217.13
495,248,67,5,22314.95
496,248,125,5,8947.13
497,249,18,5,73820.52
498,249,59,3,13085.83
499,250,43,1,14873.86
500,250,17,3,36162.26
501,251,113,3,12566.23
502,251,102,4,18592.29
503,252,81,4,37707.89
504,252,57,2,21935.06
505,253,82,1,23327.1
506,253,65,1,8035.55
507,254,86,4,15173.3
508,254,18,4,73820.52
509,255,49,1,8217.13
510,255,46,3,32887.05
511,256,58,2,27146.74
512,256,30,5,12993.37
513,257,118,5,9811.84
514,257,40,3,19403.2
515,258,122,4,6970.32
516,258,30,4,12993.37
517,259,71,1,3528.52
518,259,59,3,13085.83
519,260,53,1,26871.05
520,260,11,3,69215.46
521,261,99,5,16689.48
522,261,70,1,3243.71
523,262,115,2,21162.49
524,262,126,2,12459.53
525,263,70,1,3243.71
526,263,101,5,5781.84
527,264,126,3,12459.53
528,264,68,1,19598.26
529,265,59,2,13085.83
530,265,99,2,16689.48
531,266,2,1,4930.4
532,266,82,1,23327.1
533,267,142,5,12489.82
534,267,34,2,2255.17
535,268,130,2,5954.55
536,268,12,5,9596.51
537,269,39,2,33931.85
538,269,20,2,81513.85
539,270,53,4,26871.05
540,270,8,3,58505.04
541,271,83,1,21901.29
542,271,56,5,33257.92
543,272,105,1,8125.8
544,272,128,2,9263.29
545,273,77,2,23879.21
546,273,9,4,19098.4
547,274,36,5,29242.97
548,274,118,2,9811.84
549,275,71,3,3528.52
550,275,32,2,18206.86
551,276,147,3,14301.36
552,276,30,5,12993.37
553,277,114,2,5726.03
554,277,138,3,13863.67
555,278,86,5,15173.3
556,278,99,4,16689.48
557,279,62,1,6674.42
558,279,98,1,12384.57
559,280,40,4,19403.2
560,280,132,4,3011.07
561,281,51,3,8341.82
562,281,137,4,11390.83
563,282,108,3,13549.63
564,282,101,1,5781.84
565,283,35,5,33010.69
566,283,15,4,69325.73
567,284,90,3,2864.12
568,284,41,1,30082.04
569,285,27,1,8040.26
570,285,85,2,7335.47
571,286,21,4,55484.17
572,286,29,3,8346.58
573,287,98,4,12384.57
574,287,121,5,6772.08
575,288,87,5,45649.01
576,288,114,1,5726.03
577,289,55,3,18034.1
578,289,19,1,17787.61
579,290,34,5,2255.17
580,290,38,5,30726.82
581,291,134,1,4785.68
582,291,3,3,28995.64
583,292,44,2,19789.04
584,292,142,3,12489.82
585,293,47,3,23383.27
586,293,116,5,6378.97
587,294,103,3,22522.89
588,294,92,3,2654.0
589,295,91,1,6848.12
590,295,129,3,577.07
591,296,83,3,21901.29
592,296,139,5,4159.23
593,297,86,5,15173.3
594,297,132,1,3011.07
595,298,100,5,6854.81
596,298,13,3,54402.04
597,299,62,5,6674.42
598,299,141,4,701.97
599,300,132,5,3011.07
600,300,139,5,4159.23
601,301,149,5,14866.1
602,301,74,5,41552.59
603,302,140,3,8987.09
604,302,72,1,49059.06
605,303,102,1,18592.29
606,303,38,4,30726.82
607,304,149,1,14866.1
608,304,147,3,14301.36
609,305,79,1,33873.61
610,305,89,2,4655.22
611,306,27,5,8040.26
612,306,135,5,11516.05
613,307,5,2,84081.85
614,307,1,4,52539.0
615,308,120,4,24465.41
616,308,50,1,27118.65
617,309,137,5,11390.83
618,309,24,3,43820.15
619,310,59,1,13085.83
620,310,42,5,21976.79
621,311,57,2,21935.06
622,311,52,4,26084.73
623,312,120,4,24465.41
624,312,16,3,2931.99
625,313,37,5,25059.66
626,313,127,5,1177.88
627,314,35,3,33010.69
628,314,60,5,33321.91
629,315,79,1,33873.61
630,315,37,4,25059.66
631,316,27,2,8040.26
632,316,37,3,25059.66
633,317,57,2,21935.06
634,317,36,3,29242.97
635,318,134,5,4785.68
636,318,131,3,3599.39
637,319,5,3,84081.85
638,319,21,4,55484.17
639,320,45,4,5214.29
640,320,71,2,3528.52
641,321,36,1,29242.97
642,321,33,1,21649.9
643,322,23,3,49555.53
644,322,78,3,26923.68
645,323,80,5,27401.27
646,323,90,1,2864.12
647,324,38,3,30726.82
648,324,105,1,8125.8
649,325,5,1,84081.85
650,325,100,5,6854.81
651,326,24,1,43820.15
652,326,127,1,1177.88
653,327,64,4,17689.49
654,327,125,5,8947.13
655,328,126,2,12459.53
656,328,4,5,39584.54
657,329,86,1,15173.3
658,329,78,4,26923.68
659,330,3,4,28995.64
660,330,49,4,8217.13
661,331,45,1,5214.29
662,331,79,1,33873.61
663,332,63,2,29768.75
664,332,77,1,23879.21
665,333,73,3,37272.06
666,333,6,1,48408.63
667,334,41,1,30082.04
668,334,114,5,5726.03
669,335,88,4,48004.49
670,335,53,3,26871.05
671,336,52,4,26084.73
672,336,18,3,73820.52
673,337,87,3,45649.01
674,337,9,1,19098.4
675,338,41,5,30082.04
676,338,5,3,84081.85
677,339,62,1,6674.42
678,339,41,5,30082.04
679,340,112,5,17873.14
680,340,109,4,8516.39
681,341,118,4,9811.84
682,341,89,4,4655.22
683,342,76,4,5024.14
684,342,129,2,577.07
685,343,98,2,12384.57
686,343,53,2,26871.05
687,344,9,5,19098.4
688,344,73,5,37272.06
689,345,25,4,53524.51
690,345,130,3,5954.55
691,346,49,1,8217.13
692,346,150,5,7113.49
693,347,1,5,52539.0
694,347,121,1,6772.08
695,348,18,3,73820.52
696,348,98,1,12384.57
697,349,132,4,3011.07
698,349,15,2,69325.73
699,350,122,2,6970.32
700,350,34,3,2255.17
701,351,100,4,6854.81
702,351,138,2,13863.67
703,352,23,3,49555.53
704,352,100,3,6854.81
705,353,41,3,30082.04
706,353,8,5,58505.04
707,354,133,2,8127.63
708,354,61,2,44878.78
709,355,68,2,19598.26
710,355,106,5,19681.04
711,356,111,3,9188.58
712,356,115,4,21162.49
713,357,55,2,18034.1
714,357,64,4,17689.49
715,358,41,3,30082.04
716,358,43,5,14873.86
717,359,43,1,14873.86
718,359,64,2,17689.49
719,360,36,3,29242.97
720,360,2,4,4930.4
721,361,19,5,17787.61
722,361,104,5,6130.95
723,362,74,4,41552.59
724,362,6,3,48408.63
725,363,102,5,18592.29
726,363,39,4,33931.85
727,364,65,3,8035.55
728,364,7,3,23330.83
729,365,105,5,8125.8
730,365,92,5,2654.0
731,366,43,4,14873.86
732,366,22,4,18186.29
733,367,150,1,7113.49
734,367,52,3,26084.73
735,368,57,5,21935.06
736,368,19,2,17787.61
737,369,87,5,45649.01
738,369,13,2,54402.04
739,370,82,4,23327.1
740,370,44,1,19789.04
741,371,114,3,5726.03
742,371,122,4,6970.32
743,372,13,3,54402.04
744,372,77,1,23879.21
745,373,77,2,23879.21
746,373,69,1,52834.09
747,374,74,2,41552.59
748,374,107,3,21829.1
749,375,97,2,3939.13
750,375,109,1,8516.39
751,376,102,1,18592.29
752,376,66,4,31441.05
753,377,77,2,23879.21
754,377,7,1,23330.83
755,378,113,2,12566.23
756,378,79,4,33873.61
757,379,101,4,5781.84
758,379,3,3,28995.64
759,380,56,1,33257.92
760,380,56,5,33257.92
761,381,124,5,796.22
762,381,54,4,30922.05
763,382,73,4,37272.06
764,382,97,4,3939.13
765,383,58,4,27146.74
766,383,121,4,6772.08
767,384,48,3,12824.52
768,384,46,3,32887.05
769,385,44,4,19789.04
770,385,131,3,3599.39
771,386,19,2,17787.61
772,386,138,4,13863.67
773,387,106,1,19681.04
774,387,35,5,33010.69
775,388,38,4,30726.82
776,388,28,2,54101.33
777,389,72,5,49059.06
778,389,142,4,12489.82
779,390,115,5,21162.49
780,390,146,5,1905.39
781,391,74,5,41552.59
782,391,19,5,17787.61
783,392,80,1,27401.27
784,392,105,5,8125.8
785,393,32,2,18206.86
786,393,118,3,9811.84
787,394,103,1,22522.89
788,394,3,3,28995.64
789,395,10,5,38310.2
790,395,109,4,8516.39
791,396,49,2,8217.13
792,396,83,5,21901.29
793,397,101,5,5781.84
794,397,69,5,52834.09
795,398,19,1,17787.61
796,398,97,2,3939.13
797,399,71,4,3528.52
798,399,20,4,81513.85
799,400,89,4,4655.22
800,400,50,5,27118.65
801,401,108,3,13549.63
802,401,18,2,73820.52
803,402,7,3,23330.83
804,402,68,1,19598.26
805,403,91,2,6848.12
806,403,129,1,577.07
807,404,124,5,796.22
808,404,108,3,13549.63
809,405,119,4,19868.15
810,405,2,1,4930.4
811,406,108,5,13549.63
812,406,97,2,3939.13
813,407,5,2,84081.85
814,407,62,2,6674.42
815,408,98,2,12384.57
816,408,126,1,12459.53
817,409,103,3,22522.89
818,409,63,5,29768.75
819,410,19,2,17787.61
820,410,121,5,6772.08
821,411,85,4,7335.47
822,411,36,2,29242.97
823,412,84,3,5359.51
824,412,58,3,27146.74
825,413,18,2,73820.52
826,413,5,3,84081.85
827,414,93,5,11413.05
828,414,145,4,11360.29
829,415,57,5,21935.06
830,415,91,5,6848.12
831,416,94,2,1858.01
832,416,75,1,3049.5
833,417,87,1,45649.01
834,417,15,3,69325.73
835,418,81,1,37707.89
836,418,6,4,48408.63
837,419,98,4,12384.57
838,419,4,3,39584.54
839,420,143,5,13026.41
840,420,12,5,9596.51
841,421,81,5,37707.89
842,421,41,3,30082.04
843,422,55,5,18034.1
844,422,129,1,577.07
845,423,87,5,45649.01
846,423,131,2,3599.39
847,424,42,2,21976.79
848,424,96,4,6710.71
849,425,15,2,69325.73
850,425,29,1,8346.58
851,426,106,5,19681.04
852,426,100,4,6854.81
853,427,12,2,9596.51
854,427,138,5,13863.67
855,428,47,5,23383.27
856,428,24,3,43820.15
857,429,130,5,5954.55
858,429,101,3,5781.84
859,430,112,5,17873.14
860,430,25,4,53524.51
861,431,142,1,12489.82
862,431,94,3,1858.01
863,432,142,2,12489.82
864,432,99,1,16689.48
865,433,18,3,73820.52
866,433,62,5,6674.42
867,434,57,2,21935.06
868,434,97,4,3939.13
869,435,79,3,33873.61
870,435,51,3,8341.82
871,436,120,3,24465.41
872,436,59,1,13085.83
873,437,60,3,33321.91
874,437,37,4,25059.66
875,438,120,5,24465.41
876,438,69,3,52834.09
877,439,102,4,18592.29
878,439,17,1,36162.26
879,440,85,3,7335.47
880,440,103,5,22522.89
881,441,20,4,81513.85
882,441,1,5,52539.0
883,442,99,3,16689.48
884,442,15,3,69325.73
885,443,113,5,12566.23
886,443,127,4,1177.88
887,444,107,1,21829.1
888,444,20,4,81513.85
889,445,140,2,8987.09
890,445,98,1,12384.57
891,446,73,4,37272.06
892,446,59,1,13085.83
893,447,116,3,6378.97
894,447,139,1,4159.23
895,448,39,4,33931.85
896,448,128,2,9263.29
897,449,128,2,9263.29
898,449,4,1,39584.54
899,450,110,5,12983.38
900,450,150,3,7113.49
901,451,102,3,18592.29
902,451,40,1,19403.2
903,452,122,3,6970.32
904,452,96,4,6710.71
905,453,81,5,37707.89
906,453,149,5,14866.1
907,454,138,3,13863.67
908,454,51,5,8341.82
909,455,109,5,8516.39
910,455,76,3,5024.14
911,456,58,5,27146.74
912,456,6,4,48408.63
913,457,134,3,4785.68
914,457,28,3,54101.33
915,458,96,4,6710.71
916,458,148,3,10266.15
917,459,89,4,4655.22
918,459,51,5,8341.82
919,460,17,3,36162.26
920,460,109,4,8516.39
921,461,148,5,10266.15
922,461,121,2,6772.08
923,462,136,1,682.08
924,462,89,4,4655.22
925,463,22,2,18186.29
926,463,6,2,48408.63
927,464,59,2,13085.83
928,464,124,4,796.22
929,465,56,5,33257.92
930,465,24,4,43820.15
931,466,73,5,37272.06
932,466,128,2,9263.29
933,467,148,4,10266.15
934,467,101,5,5781.84
935,468,119,4,19868.15
936,468,94,5,1858.01
937,469,105,3,8125.8
938,469,128,1,9263.29
939,470,137,1,11390.83
940,470,124,3,796.22
941,471,59,3,13085.83
942,471,10,5,38310.2
943,472,111,1,9188.58
944,472,148,5,10266.15
945,473,113,3,12566.23
946,473,30,1,12993.37
947,474,125,3,8947.13
948,474,108,2,13549.63
949,475,73,3,37272.06
950,475,15,4,69325.73
951,476,13,2,54402.04
952,476,31,1,11490.6
953,477,26,4,72907.28
954,477,47,4,23383.27
955,478,107,5,21829.1
956,478,108,4,13549.63
957,479,42,4,21976.79
958,479,130,2,5954.55
959,480,55,2,18034.1
960,480,46,4,32887.05
961,481,54,4,30922.05
962,481,52,1,26084.73
963,482,145,4,11360.29
964,482,133,2,8127.63
965,483,78,2,26923.68
966,483,108,5,13549.63
967,484,129,1,577.07
968,484,33,1,21649.9
969,485,12,4,9596.51
970,485,122,5,6970.32
971,486,115,2,21162.49
972,486,109,4,8516.39
973,487,31,3,11490.6
974,487,109,5,8516.39
975,488,23,3,49555.53
976,488,120,1,24465.41
977,489,19,2,17787.61
978,489,140,2,8987.09
979,490,66,3,31441.05
980,490,75,1,3049.5
981,491,98,3,12384.57
982,491,99,1,16689.48
983,492,125,1,8947.13
984,492,90,1,2864.12
985,493,1,4,52539.0
986,493,101,3,5781.84
987,494,43,5,14873.86
988,494,85,2,7335.47
989,495,13,1,54402.04
990,495,67,3,22314.95
991,496,96,4,6710.71
992,496,131,4,3599.39
993,497,137,3,11390.83
994,497,47,2,23383.27
995,498,39,2,33931.85
996,498,14,1,10437.0
997,499,99,3,16689.48
998,499,123,4,612.96
999,500,79,1,33873.61
1000,500,77,3,23879.21
1001,501,35,1,33010.69
1002,501,22,5,18186.29
1003,502,1,2,52539.0
1004,502,74,2,41552.59
1005,503,1,4,52539.0
1006,503,141,4,701.97
1007,504,45,1,5214.29
1008,504,128,1,9263.29
1009,505,72,4,49059.06
1010,505,107,5,21829.1
1011,506,121,1,6772.08
1012,506,143,1,13026.41
1013,507,126,5,12459.53
1014,507,100,2,6854.81
1015,508,32,1,18206.86
1016,508,112,4,17873.14
1017,509,28,2,54101.33
1018,509,61,1,44878.78
1019,510,68,4,19598.26
1020,510,88,5,48004.49
1021,511,58,4,27146.74
1022,511,94,5,1858.01
1023,512,139,1,4159.23
1024,512,25,4,53524.51
1025,513,107,3,21829.1
1026,513,140,1,8987.09
1027,514,58,4,27146.74
1028,514,105,2,8125.8
1029,515,43,2,14873.86
1030,515,10,5,38310.2
1031,516,97,1,3939.13
1032,516,8,2,58505.04
1033,517,26,2,72907.28
1034,517,6,3,48408.63
1035,518,7,5,23330.83
1036,518,98,2,12384.57
1037,519,147,3,14301.36
1038,519,125,5,8947.13
1039,520,50,3,27118.65
1040,520,136,5,682.08
1041,521,19,3,17787.61
1042,521,102,1,18592.29
1043,522,143,2,13026.41
1044,522,67,4,22314.95
1045,523,78,1,26923.68
1046,523,120,5,24465.41
1047,524,78,2,26923.68
1048,524,80,3,27401.27
1049,525,73,1,37272.06
1050,525,120,3,24465.41
1051,526,97,4,3939.13
1052,526,99,1,16689.48
1053,527,102,2,18592.29
1054,527,23,2,49555.53
1055,528,44,2,19789.04
1056,528,150,2,7113.49
1057,529,96,1,6710.71
1058,529,30,5,12993.37
1059,530,124,4,796.22
1060,530,22,1,18186.29
1061,531,50,2,27118.65
1062,531,27,4,8040.26
1063,532,87,5,45649.01
1064,532,2,5,4930.4
1065,533,118,2,9811.84
1066,533,97,4,3939.13
1067,534,9,3,19098.4
1068,534,20,1,81513.85
1069,535,58,5,27146.74
1070,535,138,2,13863.67
